,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.9999915536575609,0.9988795946857638,0.9999917583945134,0.9999899036497345,0.9999887511549598,0.9999894421659511,0.9976462515900573,0.9999635413761654,0.9999870874022422
ucr,,,0.9988805684940887,0.99999853833878,0.9999988214360108,0.9999911207958017,0.9999950451129478,0.997640182518399,0.9999689832686554,0.9999935187497105
ucrC,,,,0.9988778720384425,0.998881569290267,0.9988946078392783,0.9988868301140701,0.9990084787648501,0.9988803741848633,0.9988780784703262
ucrss,,,,,0.9999975586886451,0.9999905339468076,0.999994621338096,0.997637989231458,0.9999702023370424,0.9999933938562932
ucrss_wfilter,,,,,,0.9999905167981152,0.999994507569172,0.9976411114804032,0.9999665707577896,0.9999951463256112
uc_fast,,,,,,,0.9999966978954778,0.9976544100808711,0.9999717406854566,0.9999925015284408
ucr_fast,,,,,,,,0.9976480486480549,0.9999761955074813,0.9999963264972563
ucrC_fast,,,,,,,,,0.997640609583086,0.9976411256626999
ucrss_fast,,,,,,,,,,0.9999682114703549
ucrss_fast_wfilter,,,,,,,,,,
