,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.9638596850515836,0.9287476828767168,0.9637302393354763,0.9632115440579782,0.9994766189772833,0.9231116240776741,0.881558799838133,0.9230469724519834,0.9195007965047428
ucr,,,0.963124865082334,0.999976960265779,0.9993045421111526,0.9669052261987976,0.9543442754481718,0.9228828273120698,0.9542915237934709,0.9505710118821176
ucrC,,,,0.9632419657517083,0.9633409636875628,0.9337154029262953,0.9250855469475144,0.9169419710505363,0.9254251923525963,0.9250107265827624
ucrss,,,,,0.9992920374606725,0.966773385614983,0.9542865893594984,0.923034962234544,0.9542567120592977,0.9505192543828054
ucrss_wfilter,,,,,,0.9662363978263916,0.9534211220465978,0.9231231148690509,0.9533779020686473,0.9522425192352775
uc_fast,,,,,,,0.9272243227759437,0.8868434835115178,0.9271736043615882,0.9236578249933631
ucr_fast,,,,,,,,0.8845328651108022,0.9999682566303801,0.9969883639953314
ucrC_fast,,,,,,,,,0.8848630874663891,0.8843562507442473
ucrss_fast,,,,,,,,,,0.9969781104351211
ucrss_fast_wfilter,,,,,,,,,,
